Reporter Name,Partner Name,Trade Flow,Product Group,Indicator,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
China, World,Export,  All Products,Export (US$ Thousand),593325581.4,761953409.5,968935601,1220059668,1430693066,1201646758,1577763751,1898388435,2048782233,2209007280,2342292696,2273468224,2097637172,2263370504,2486439720,2499206994,2589098353,3362301613
